"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Wed Apr 05 22:54:45 EDT 2023","Wed Apr 05 22:54:52 EDT 2023","7069","","Sign up date","","","","Verify current date is selected in sign up form",""
"passed","Tue Apr 11 20:26:46 EDT 2023","Tue Apr 11 20:27:02 EDT 2023","15899","","Hotels Signup","","","","TC-25 Verify user can submit feedback after completing the feedback form",""
"failed","Sun Apr 09 09:35:58 EDT 2023","Sun Apr 09 09:36:09 EDT 2023","10844","","Hotels Signup","","","","Verify error message for invalid data in SignUp form",""
"passed","Mon Apr 17 21:02:20 EDT 2023","Mon Apr 17 21:02:42 EDT 2023","21537","","Hotels Signup","","","","TC-20 Verify error message for invalid data in SignUp form",""
"broken","Sat Apr 08 14:21:36 EDT 2023","Sat Apr 08 14:21:39 EDT 2023","3140","","Hotels Signup","","","","Verify error message for invalid data in SignUp form",""
"failed","Sun Apr 09 18:59:10 EDT 2023","Sun Apr 09 18:59:20 EDT 2023","9331","","Hotel Travlers","","","","TC-28 Verify Child-age dropdowns are same as number of Children selected",""
"broken","Fri Apr 14 00:55:25 EDT 2023","Fri Apr 14 00:55:55 EDT 2023","30526","","Verify language is correct","","","","TC-31 Verify language can be changed successfully",""
"broken","Sat Apr 15 18:58:55 EDT 2023","Sat Apr 15 18:59:15 EDT 2023","20091","","List property","","","","TC-29 Verify ""List your Property"" flow",""
"passed","Sun Apr 16 15:22:28 EDT 2023","Sun Apr 16 15:22:30 EDT 2023","2399","","blacklog testing on hotel.com","","","","TC-17 Verify past dates and back button on Current month's calendar is disabled",""
"broken","Sat Apr 15 19:00:28 EDT 2023","Sat Apr 15 19:00:49 EDT 2023","20437","","List property","","","","TC-29 Verify ""List your Property"" flow",""
"passed","Sun Apr 09 21:37:23 EDT 2023","Sun Apr 09 21:37:33 EDT 2023","9899","","Hotel Travlers","","","","TC-28 Verify Child-age dropdowns are same as number of Children selected",""
"broken","Mon Apr 17 20:46:58 EDT 2023","Mon Apr 17 20:47:17 EDT 2023","19839","","Hotels Signup","","","","TC-20 Verify error message for invalid data in SignUp form",""
"broken","Tue Apr 11 20:54:57 EDT 2023","Tue Apr 11 20:55:21 EDT 2023","24725","","Hotels Signup","","","","TC-20 Verify error message for invalid data in SignUp form",""
"failed","Sun Apr 09 20:14:19 EDT 2023","Sun Apr 09 20:14:23 EDT 2023","3773","","Hotel Travlers","","","","TC-28 Verify Child-age dropdowns are same as number of Children selected",""
"passed","Mon Apr 17 20:58:47 EDT 2023","Mon Apr 17 20:59:05 EDT 2023","18158","","Hotels Signup","","","","TC-20 Verify error message for invalid data in SignUp form",""
"passed","Mon Apr 10 00:16:56 EDT 2023","Mon Apr 10 00:17:11 EDT 2023","14636","","Hotels Signup","","","","TC-24 Verify error is displayed when user submits the empty feedback form",""
"broken","Mon Apr 10 00:22:15 EDT 2023","Mon Apr 10 00:22:22 EDT 2023","7374","","Hotels Signup","","","","TC-24 Verify error is displayed when user submits the empty feedback form",""
"broken","Mon Apr 10 07:52:50 EDT 2023","Mon Apr 10 07:53:08 EDT 2023","18238","","Hotels Signup","","","","TC-24 Verify error is displayed when user submits the empty feedback form",""
"broken","Thu Apr 13 22:47:15 EDT 2023","Thu Apr 13 22:47:19 EDT 2023","3207","","Verify language is correct","","","","TC-31 Verify language can be changed successfully",""
"passed","Fri Apr 14 00:48:45 EDT 2023","Fri Apr 14 00:49:16 EDT 2023","30674","","Verify language is correct","","","","TC-31 Verify language can be changed successfully",""
"broken","Fri Apr 14 00:45:01 EDT 2023","Fri Apr 14 00:45:15 EDT 2023","13515","","Verify language is correct","","","","TC-31 Verify language can be changed successfully",""
"broken","Mon Apr 10 00:14:31 EDT 2023","Mon Apr 10 00:14:47 EDT 2023","15952","","Hotels Signup","","","","TC-24 Verify error is displayed when user submits the empty feedback form",""
"passed","Sun Apr 16 16:22:34 EDT 2023","Sun Apr 16 16:22:40 EDT 2023","5960","","blacklog testing on hotel.com","","","","TC-17 Verify past dates and back button on Current month's calendar is disabled",""
"broken","Sun Apr 09 23:14:56 EDT 2023","Sun Apr 09 23:15:06 EDT 2023","10464","","Hotel Travlers","","","","TC-18 Verify user can update number of guests on Home page",""
"passed","Sun Apr 16 16:33:03 EDT 2023","Sun Apr 16 16:33:09 EDT 2023","6453","","blacklog testing on hotel.com","","","","TC-17 Verify past dates and back button on Current month's calendar is disabled",""
"failed","Sun Apr 09 09:26:51 EDT 2023","Sun Apr 09 09:27:02 EDT 2023","10794","","Hotels Signup","","","","Verify error message for invalid data in SignUp form",""
"passed","Sun Apr 09 23:28:26 EDT 2023","Sun Apr 09 23:28:39 EDT 2023","13192","","Hotel Travlers","","","","TC-18 Verify user can update number of guests on Home page",""
"broken","Tue Apr 11 19:40:36 EDT 2023","Tue Apr 11 19:40:52 EDT 2023","15930","","Hotels Signup","","","","TC-25 Verify user can submit feedback after completing the feedback form",""
"broken","Mon Apr 10 16:09:33 EDT 2023","Mon Apr 10 16:09:51 EDT 2023","18244","","Hotels Signup","","","","TC-24 Verify error is displayed when user submits the empty feedback form",""
"passed","Sun Apr 16 15:14:46 EDT 2023","Sun Apr 16 15:15:05 EDT 2023","19595","","Hotels Signup","","","","TC-24 Verify error is displayed when user submits the empty feedback form",""
"broken","Mon Apr 10 19:52:09 EDT 2023","Mon Apr 10 19:52:47 EDT 2023","37932","","Hotels Signup","","","","TC-25 Verify user can submit feedback after completing the feedback form",""
"broken","Mon Apr 10 16:42:47 EDT 2023","Mon Apr 10 16:42:58 EDT 2023","11269","","Hotels Signup","","","","TC-24 Verify error is displayed when user submits the empty feedback form",""
"broken","Sat Apr 08 15:53:07 EDT 2023","Sat Apr 08 15:53:16 EDT 2023","9342","","Hotels Signup","","","","Verify error message for invalid data in SignUp form",""
"failed","Sat Apr 08 16:22:10 EDT 2023","Sat Apr 08 16:22:28 EDT 2023","18094","","Hotels Signup","","","","Verify error message for invalid data in SignUp form",""
"passed","Tue Apr 11 19:16:08 EDT 2023","Tue Apr 11 19:16:28 EDT 2023","20067","","Hotels Signup","","","","TC-24 Verify error is displayed when user submits the empty feedback form",""
"broken","Sat Apr 08 15:28:50 EDT 2023","Sat Apr 08 15:28:54 EDT 2023","3487","","Hotels Signup","","","","Verify error message for invalid data in SignUp form",""
"passed","Tue Apr 11 20:30:17 EDT 2023","Tue Apr 11 20:30:34 EDT 2023","17295","","Hotels Signup","","","","TC-25 Verify user can submit feedback after completing the feedback form",""
"passed","Mon Apr 17 20:38:02 EDT 2023","Mon Apr 17 20:38:19 EDT 2023","17039","","Hotels Signup","","","","TC-20 Verify error message for invalid data in SignUp form",""
"failed","Sun Apr 09 09:33:43 EDT 2023","Sun Apr 09 09:33:55 EDT 2023","11361","","Hotels Signup","","","","Verify error message for invalid data in SignUp form",""
"broken","Sat Apr 08 15:26:34 EDT 2023","Sat Apr 08 15:26:38 EDT 2023","4180","","Hotels Signup","","","","Verify error message for invalid data in SignUp form",""
"passed","Mon Apr 17 20:42:47 EDT 2023","Mon Apr 17 20:43:01 EDT 2023","13755","","Hotels Signup","","","","TC-20 Verify error message for invalid data in SignUp form",""
"broken","Sat Apr 15 19:30:36 EDT 2023","Sat Apr 15 19:30:54 EDT 2023","18190","","List property","","","","TC-29 Verify ""List your Property"" flow",""
"passed","Sat Apr 08 16:37:47 EDT 2023","Sat Apr 08 16:38:06 EDT 2023","19140","","Hotels Signup","","","","Verify error message for invalid data in SignUp form",""
"broken","Mon Apr 10 16:18:32 EDT 2023","Mon Apr 10 16:18:49 EDT 2023","17829","","Hotels Signup","","","","TC-24 Verify error is displayed when user submits the empty feedback form",""
"broken","Sat Apr 08 15:21:43 EDT 2023","Sat Apr 08 15:21:47 EDT 2023","4306","","Hotels Signup","","","","Verify error message for invalid data in SignUp form",""
"broken","Mon Apr 10 16:44:31 EDT 2023","Mon Apr 10 16:44:42 EDT 2023","11453","","Hotels Signup","","","","TC-24 Verify error is displayed when user submits the empty feedback form",""
"broken","Mon Apr 17 21:22:22 EDT 2023","Mon Apr 17 21:22:51 EDT 2023","28273","","Hotels Signup","","","","TC-20 Verify error message for invalid data in SignUp form",""
"broken","Sat Apr 08 15:52:47 EDT 2023","Sat Apr 08 15:52:56 EDT 2023","8827","","Hotels Signup","","","","Verify error message for invalid data in SignUp form",""
"broken","Sun Apr 09 08:27:48 EDT 2023","Sun Apr 09 08:27:56 EDT 2023","8330","","Hotels Signup","","","","Verify error message for invalid data in SignUp form",""
"broken","Sat Apr 08 15:40:57 EDT 2023","Sat Apr 08 15:41:06 EDT 2023","9041","","Hotels Signup","","","","Verify error message for invalid data in SignUp form",""
"broken","Tue Apr 11 19:42:07 EDT 2023","Tue Apr 11 19:42:23 EDT 2023","15597","","Hotels Signup","","","","TC-25 Verify user can submit feedback after completing the feedback form",""
"passed","Sun Apr 09 17:41:59 EDT 2023","Sun Apr 09 17:42:07 EDT 2023","7420","","Hotel Travlers","","","","TC-28 Verify Child-age dropdowns are same as number of Children selected",""
"broken","Sun Apr 09 13:31:28 EDT 2023","Sun Apr 09 13:31:50 EDT 2023","21593","","Hotels Signup","","","","Verify error message for invalid data in SignUp form",""
"passed","Sun Apr 09 20:17:19 EDT 2023","Sun Apr 09 20:17:26 EDT 2023","6975","","Hotel Travlers","","","","TC-28 Verify Child-age dropdowns are same as number of Children selected",""
"failed","Mon Apr 17 20:21:38 EDT 2023","Mon Apr 17 20:21:52 EDT 2023","13188","","Hotels Signup","","","","TC-20 Verify error message for invalid data in SignUp form",""
"passed","Sat Apr 15 18:52:04 EDT 2023","Sat Apr 15 18:52:25 EDT 2023","20894","","List property","","","","TC-29 Verify ""List your Property"" flow",""
"broken","Sat Apr 08 16:53:49 EDT 2023","Sat Apr 08 16:54:06 EDT 2023","17276","","Hotels Signup","","","","Verify error message for invalid data in SignUp form",""
"passed","Tue Apr 11 19:43:20 EDT 2023","Tue Apr 11 19:43:41 EDT 2023","20591","","Hotels Signup","","","","TC-25 Verify user can submit feedback after completing the feedback form",""
"passed","Tue Apr 11 20:47:58 EDT 2023","Tue Apr 11 20:48:08 EDT 2023","10261","","Hotels Signup","","","","TC-20 Verify error message for invalid data in SignUp form",""
"passed","Sun Apr 09 21:53:26 EDT 2023","Sun Apr 09 21:53:35 EDT 2023","9535","","Hotel Travlers","","","","TC-28 Verify Child-age dropdowns are same as number of Children selected",""
"passed","Sun Apr 09 18:02:40 EDT 2023","Sun Apr 09 18:02:49 EDT 2023","9357","","Hotel Travlers","","","","TC-28 Verify Child-age dropdowns are same as number of Children selected",""
"passed","Fri Apr 14 00:07:05 EDT 2023","Fri Apr 14 00:07:25 EDT 2023","20076","","Verify language is correct","","","","TC-31 Verify language can be changed successfully",""
"broken","Sun Apr 09 21:49:21 EDT 2023","Sun Apr 09 21:49:33 EDT 2023","11393","","Hotel Travlers","","","","TC-28 Verify Child-age dropdowns are same as number of Children selected",""
"passed","Sun Apr 09 23:35:36 EDT 2023","Sun Apr 09 23:35:53 EDT 2023","17565","","Hotel Travlers","","","","TC-18 Verify user can update number of guests on Home page",""
"broken","Sat Apr 08 15:15:42 EDT 2023","Sat Apr 08 15:15:46 EDT 2023","3641","","Hotels Signup","","","","Verify error message for invalid data in SignUp form",""
"broken","Mon Apr 10 15:52:15 EDT 2023","Mon Apr 10 15:52:34 EDT 2023","18227","","Hotels Signup","","","","TC-24 Verify error is displayed when user submits the empty feedback form",""
"broken","Sun Apr 16 15:52:03 EDT 2023","Sun Apr 16 15:52:10 EDT 2023","6872","","blacklog testing on hotel.com","","","","TC-17 Verify past dates and back button on Current month's calendar is disabled",""
"failed","Mon Apr 17 19:19:45 EDT 2023","Mon Apr 17 19:19:57 EDT 2023","11995","","Hotels Signup","","","","TC-20 Verify error message for invalid data in SignUp form",""
"broken","Sat Apr 08 14:26:57 EDT 2023","Sat Apr 08 14:27:00 EDT 2023","3370","","Hotels Signup","","","","Verify error message for invalid data in SignUp form",""
"failed","Sat Apr 15 13:25:22 EDT 2023","Sat Apr 15 13:25:31 EDT 2023","9637","","List property","","","","TC-29 Verify ""List your Property"" flow",""
"broken","Sun Apr 09 20:58:18 EDT 2023","Sun Apr 09 20:58:28 EDT 2023","9839","","Hotel Travlers","","","","TC-28 Verify Child-age dropdowns are same as number of Children selected",""
"broken","Wed Apr 05 22:54:50 EDT 2023","Wed Apr 05 22:54:56 EDT 2023","6159","","Sign up date","","","","Verify default state of signup form",""
"passed","Tue Apr 11 20:17:04 EDT 2023","Tue Apr 11 20:17:20 EDT 2023","15767","","Hotels Signup","","","","TC-25 Verify user can submit feedback after completing the feedback form",""
"broken","Tue Apr 11 20:53:05 EDT 2023","Tue Apr 11 20:53:22 EDT 2023","16879","","Hotels Signup","","","","TC-20 Verify error message for invalid data in SignUp form",""
"broken","Sat Apr 08 15:35:11 EDT 2023","Sat Apr 08 15:35:14 EDT 2023","3308","","Hotels Signup","","","","Verify error message for invalid data in SignUp form",""
"passed","Tue Apr 11 18:48:20 EDT 2023","Tue Apr 11 18:48:36 EDT 2023","15579","","Hotels Signup","","","","TC-24 Verify error is displayed when user submits the empty feedback form",""
"broken","Sat Apr 08 16:31:33 EDT 2023","Sat Apr 08 16:31:51 EDT 2023","17375","","Hotels Signup","","","","Verify error message for invalid data in SignUp form",""
"broken","Tue Apr 11 19:20:18 EDT 2023","Tue Apr 11 19:20:34 EDT 2023","16123","","Hotels Signup","","","","TC-25 Verify user can submit feedback after completing the feedback form",""
"broken","Mon Apr 10 16:37:18 EDT 2023","Mon Apr 10 16:37:26 EDT 2023","7717","","Hotels Signup","","","","TC-24 Verify error is displayed when user submits the empty feedback form",""
"broken","Mon Apr 10 19:58:32 EDT 2023","Mon Apr 10 19:58:48 EDT 2023","15903","","Hotels Signup","","","","TC-25 Verify user can submit feedback after completing the feedback form",""
"failed","Sat Apr 15 19:12:53 EDT 2023","Sat Apr 15 19:13:11 EDT 2023","17951","","List property","","","","TC-29 Verify ""List your Property"" flow",""
"broken","Mon Apr 10 19:50:58 EDT 2023","Mon Apr 10 19:51:15 EDT 2023","16370","","Hotels Signup","","","","TC-25 Verify user can submit feedback after completing the feedback form",""
"passed","Fri Apr 14 00:43:39 EDT 2023","Fri Apr 14 00:44:10 EDT 2023","30406","","Verify language is correct","","","","TC-31 Verify language can be changed successfully",""
"passed","Sat Apr 15 18:36:39 EDT 2023","Sat Apr 15 18:36:48 EDT 2023","9423","","List property","","","","TC-29 Verify ""List your Property"" flow",""
"passed","Sat Apr 08 16:40:58 EDT 2023","Sat Apr 08 16:41:19 EDT 2023","21125","","Hotels Signup","","","","Verify error message for invalid data in SignUp form",""
"broken","Sat Apr 08 16:33:17 EDT 2023","Sat Apr 08 16:33:37 EDT 2023","20047","","Hotels Signup","","","","Verify error message for invalid data in SignUp form",""
"broken","Mon Apr 10 16:43:26 EDT 2023","Mon Apr 10 16:43:38 EDT 2023","11868","","Hotels Signup","","","","TC-24 Verify error is displayed when user submits the empty feedback form",""
"broken","Mon Apr 17 21:19:48 EDT 2023","Mon Apr 17 21:20:06 EDT 2023","17352","","Hotels Signup","","","","TC-20 Verify error message for invalid data in SignUp form",""
"passed","Sun Apr 16 15:14:07 EDT 2023","Sun Apr 16 15:14:30 EDT 2023","22518","","Hotel Travlers","","","","TC-28 Verify Child-age dropdowns are same as number of Children selected",""
"passed","Tue Apr 11 18:53:02 EDT 2023","Tue Apr 11 18:53:17 EDT 2023","14872","","Hotels Signup","","","","TC-24 Verify error is displayed when user submits the empty feedback form",""
"passed","Sun Apr 09 19:04:00 EDT 2023","Sun Apr 09 19:04:10 EDT 2023","9653","","Hotel Travlers","","","","TC-28 Verify Child-age dropdowns are same as number of Children selected",""
"broken","Sat Apr 08 14:16:56 EDT 2023","Sat Apr 08 14:16:59 EDT 2023","3747","","Hotels Signup","","","","Verify error message for invalid data in SignUp form",""
"broken","Wed Apr 05 22:54:52 EDT 2023","Wed Apr 05 22:54:58 EDT 2023","5304","","Sign up date","","","","Verify default state of signup form",""
"broken","Sun Apr 09 16:13:56 EDT 2023","Sun Apr 09 16:14:00 EDT 2023","3643","","Hotel Travlers","","","","TC-28 Verify Child-age dropdowns are same as number of Children selected",""
"passed","Sat Apr 15 19:01:31 EDT 2023","Sat Apr 15 19:01:57 EDT 2023","25969","","List property","","","","TC-29 Verify ""List your Property"" flow",""
"broken","Mon Apr 10 19:53:21 EDT 2023","Mon Apr 10 19:53:37 EDT 2023","15766","","Hotels Signup","","","","TC-25 Verify user can submit feedback after completing the feedback form",""
"passed","Thu Apr 13 23:06:12 EDT 2023","Thu Apr 13 23:06:20 EDT 2023","7693","","Verify language is correct","","","","TC-31 Verify language can be changed successfully",""
"failed","Sun Apr 09 09:36:48 EDT 2023","Sun Apr 09 09:36:59 EDT 2023","11581","","Hotels Signup","","","","Verify error message for invalid data in SignUp form",""
